anio,cancion,artista,generos_artista,popularidad,fecha_lanzamiento
2020,All Shook Up,Elvis Presley,"rockabilly, rock and roll",40,2020-04-03
2020,Mushroom Cloud,Tempesst,neo-psychedelic,44,2020-09-30
2020,Mil Amores,Toño y su Grupo Centella,"chicha, cumbia, huayno",44,2020-05-13
2020,Don't Let the Green Grass Fool You,Elles Bailey,"blues, modern blues, blues rock",41,2020-06-26
2020,Doomed - Live at the Royal Albert Hall,Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",47,2020-10-28
2020,The Spell of Mathematics,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",52,2020-09-25
2020,Viviendo de Noche,Veni Vidi Vici,rock en español,56,2020-06-05
2020,Error,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",51,2020-09-25
2020,No. 8,Panchiko,shoegaze,54,2020-07-25
2020,Hold Me Like You Wanna,Somebody's Child,,45,2020-08-07
2020,Deleter,GROUPLOVE,indie,49,2020-03-13
2020,Traktor,Slomosa,"stoner rock, stoner metal, norsk rock, sludge metal",41,2020-08-28
2020,Happy,bdrmm,"shoegaze, lo-fi indie, dream pop, post-punk",44,2020-07-03
2020,Confidencias / Te Alejas,Centeno,"chicha, cumbia",36,2020-06-01
2020,Zombie (English Ver.),DAY6,"k-rock, k-pop",52,2020-05-11
2020,Anxiety,Palaye Royale,,48,2020-05-29
2020,Dance Of The Clairvoyants,Pearl Jam,"grunge, rock, post-grunge",45,2020-01-22
2020,Virginia Highway,Tigerblood Jewel,,47,2020-02-28
2020,The Black,Dynazty,"power metal, symphonic metal, metal",42,2020-04-03
2020,Comin Home,Jespfur,,45,2020-03-06
2020,Hair On Fire,Vestron Vulture,"darkwave, post-punk, cold wave, synthwave, witch house",47,2020-10-10
2020,What It Takes,Adelitas Way,post-grunge,52,2020-08-14
2020,Agarra mi mano,Sean Paul,dancehall,41,2020-09-04
2020,Left Me Like Summer,Daily J,surf rock,53,2020-11-20
2020,Placeholder for the Night,R. Missing,"darkwave, cold wave, witch house",49,2020-12-11
2020,Sails,Elephant Tree,"stoner rock, stoner metal, sludge metal, doom metal, space rock, psychedelic rock",45,2020-04-24
2020,Choose Life (feat. Travis Barker),POORSTACY,"emo rap, melodic rap",49,2020-07-24
2020,Tu Partida,Latin Brother´s,"chicha, electrocumbia",36,2020-02-12
2020,Some Kind of Disaster,All Time Low,"pop punk, emo, punk",45,2020-04-02
2020,Sultans Of Swing,Dire Straits,classic rock,38,2020-10-24
2020,Lend Me Your Brain,World News,,44,2020-09-18
2020,Tonight (I Wish I Was Your Boy),The 1975,,54,2020-05-22
2020,Straight to Hell,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",50,2020-02-21
2020,NeilSSong,Panchiko,shoegaze,53,2020-07-25
2020,All Of Me (feat. Travis Barker),The Score,,45,2020-08-28
2020,Wake Up,Smash Into Pieces,,48,2020-08-28
2020,Tuyo Siempre - En Vivo,Bersuit Vergarabat,"argentine rock, latin rock, rock en español, latin alternative, murga",39,2020-03-06
2020,charity,YUNGBLUD,,46,2020-12-04
2020,La Noche de Setiembre,Centeno,"chicha, cumbia",38,2020-06-09
2020,Dog from Hell,Thundermother,hard rock,44,2020-07-31
2020,Te Alejas,Centeno,"chicha, cumbia",37,2020-06-09
2020,Papercut,Linkin Park,"nu metal, rap metal, rock, alternative metal",47,2020-10-09
2020,Fucking With My Head,Palaye Royale,,48,2020-05-29
2020,If I Had My Way,Osees,"neo-psychedelic, egg punk, psychedelic rock, garage rock, noise rock, krautrock",43,2020-09-18
2020,Funk215,Kyle Sparkman,,45,2020-01-17
2020,No Huyas De Mi,Kenny y los Eléctricos,"rock en español, mexican rock",43,2020-05-29
2020,Even Flow - Live MTV Unplugged,Pearl Jam,"grunge, rock, post-grunge",48,2020-10-22
2020,Speed,Sylvan Paul,,42,2020-10-27
2020,Limbs,PLGRMS,,48,2020-09-02
2020,Azúcar Impalpable,Las Pastillas del Abuelo,argentine rock,49,2020-11-12
2020,Japanese Posters,Rebounder,,54,2020-10-04
2020,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",Sixx:A.M.,,50,2020-08-21
2020,Ruleta (Acústico),Ciro y los Persas,argentine rock,47,2020-11-20
2020,Redemption Simulations,Vulkan,"progressive metal, progressive rock",43,2020-05-08
2020,Seni Dert Etmeler,Madrigal,turkish pop,68,2020-03-27
2020,Paradise City,Guns N' Roses,"rock, glam metal, hard rock, classic rock",43,2020-08-28
2020,One Step Closer,Linkin Park,"nu metal, rap metal, rock, alternative metal",46,2020-10-09
2020,Ritmo del Oriente,Bayronn Caicedo,"chicha, electrocumbia, cumbia",35,2020-02-20
2020,Eat Me,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",46,2020-02-21
2020,The Hucklebuck,Chubby Checker,rock and roll,40,2020-06-19
2020,Devil's Grin,Cory Marks,country rock,51,2020-08-07
2020,Arcadia,Smash Into Pieces,,46,2020-08-28
2020,Soul Song,Grey Daze,post-grunge,45,2020-06-26
2020,Hagamos el Amor,Scones de la Chola,argentine rock,45,2020-12-18
2020,Middle of Somewhere,The Neighbourhood,,49,2020-09-25
2020,SOLVE COAGULA,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",40,2020-09-11
2020,Monodrama,benches,,51,2020-04-24
2020,I Feel Bad,I Hate Myself Because,,47,2020-01-26
2020,Cold Words,Wildness,"aor, arena rock, glam metal, hard rock",36,2020-10-30
2020,Siete Noches,Centeno,"chicha, cumbia",35,2020-06-09
2020,First Class,Khruangbin,neo-psychedelic,47,2020-06-26
2020,"Paint It, Black",The Rolling Stones,"classic rock, rock",42,2020-10-23
2020,El Amor de mi vida,Grupo La Troya,"chicha, huayno, cumbia",39,2020-05-11
2020,Sometimes,Grey Daze,post-grunge,44,2020-06-26
2020,Rumbo al Cisne,Bayronn Caicedo,"chicha, electrocumbia, cumbia",34,2020-02-20
2020,Razzmatazz,I DONT KNOW HOW BUT THEY FOUND ME,,52,2020-10-23
2020,Stuck,Panchiko,shoegaze,56,2020-07-25
2020,Elementales Leches,Invisible,"argentine rock, progressive rock, latin rock",41,2020-09-02
2020,Nevermind,Arverne,dream pop,49,2020-06-19
2020,PAINT YOU WITH MY LOVE,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",43,2020-09-11
2020,No Se Puede Morir de Amor/Miento,Toño y su Grupo Centella,"chicha, cumbia, huayno",40,2020-05-13
2020,"1,000,000 TIMES feat. chelly (EGOIST)",MY FIRST STORY,"j-rock, j-pop, anime",51,2020-07-01
2020,Rocanrol N´n´n´,Las Pastillas del Abuelo,argentine rock,48,2020-11-12
2020,The Last Thing,Lebanon Hanover,"darkwave, cold wave, post-punk, gothic rock, deathrock",45,2020-10-20
2020,Fare Thee Well,Stone Temple Pilots,"grunge, alternative rock, post-grunge, rock",46,2020-02-07
2020,They Don't Want What We Want (And They Don't Care),Asking Alexandria,"metalcore, screamo, post-hardcore, metal, emo",52,2020-05-15
2020,Iris,The Goo Goo Dolls,,43,2020-02-14
2020,Pure 90 (Rapping Queen),Shaka Ponk,,45,2020-11-06
2020,She Couldn't,Linkin Park,"nu metal, rap metal, rock, alternative metal",47,2020-10-09
2020,Outskirts Of Infinity,Ashes To Amber,,51,2020-03-28
2020,The Birthday Party,The 1975,,52,2020-05-22
2020,Aun Te Recuerdo,Toño y su Grupo Centella,"chicha, cumbia, huayno",41,2020-04-29
2020,Vida de Mi Vida,Centeno,"chicha, cumbia",35,2020-06-01
2020,Cash Machine,Oliver Tree,,48,2020-07-16
2020,Far Away,Breaking Benjamin,"alternative metal, post-grunge, rock",52,2020-01-24
2020,Down with the King,Good Kid,,49,2020-10-02
2020,Strange Timez (feat. Robert Smith),Gorillaz,,46,2020-10-23
2020,Antisocialist,Asking Alexandria,"metalcore, screamo, post-hardcore, metal, emo",51,2020-05-15
2020,TicToc (Brace For Impact),Self Deception,,46,2020-03-13
2020,Böse Lügen (Body Mix),Riki,"darkwave, cold wave, post-punk, synthpop, deathrock",43,2020-02-14
2020,Pleasure,Betcha,,47,2020-10-16
2020,Zen (with K.Flay & grandson),X Ambassadors,,50,2020-05-15
2020,Porch - Live MTV Unplugged,Pearl Jam,"grunge, rock, post-grunge",45,2020-10-22
2020,Si Yo Fuera Mujer - Remasterizado,Patxi Andion,"singer-songwriter, rock en español, trova",44,2020-02-07
2020,Uzunlar - V1,Evdeki Saat,turkish pop,63,2020-02-14
2020,B12,Grey Daze,post-grunge,46,2020-06-26
2020,Huarochirana,Pascualillo Coronado,"chicha, huayno, cumbia",43,2020-05-21
2020,Since I Don't Have You,Guns N' Roses,"rock, glam metal, hard rock, classic rock",38,2020-08-28
2020,Dear Agony - Aurora Version,Breaking Benjamin,"alternative metal, post-grunge, rock",50,2020-01-24
2020,Hitchin,Mellah,,44,2020-10-02
2020,Bird,Elephant Tree,"stoner rock, stoner metal, sludge metal, doom metal, space rock, psychedelic rock",43,2020-04-24
2020,Pompeji,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",49,2020-09-25
2020,Regulus,ONEWE,"k-rock, k-pop",42,2020-05-26
2020,Desvanecer - En Vivo,Poligamia,"rock en español, colombian pop",36,2020-10-22
2020,Bell Tolls,S. Product,"ebm, darkwave, cold wave, industrial, electroclash, post-punk",41,2020-07-10
2020,El Amor Despues del Amor,Sandro Spinola,argentine rock,34,2020-01-20
2020,WHAT YOU GONNA DO???,Bastille,,44,2020-07-30
2020,Carretero 7,Toño y su Grupo Centella,"chicha, cumbia, huayno",40,2020-05-13
2020,Gazin',Ringo Deathstarr,"shoegaze, dream pop, slowcore, noise rock",39,2020-03-27
2020,Take on Me,a-ha,"new wave, synthpop",40,2020-05-15
2020,All My Life,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",46,2020-02-21
2020,Patience,Guns N' Roses,"rock, glam metal, hard rock, classic rock",43,2020-08-28
2020,Demon,Savage Hands,metalcore,48,2020-01-31
2020,Caminando por las Calles,Pascualillo Coronado,"chicha, huayno, cumbia",44,2020-05-21
2020,Set Me Free,Avenged Sevenfold,"metal, alternative metal",46,2020-01-17
2020,Pox,Good Kid,,49,2020-11-06
2020,Frequency,Sean Koch,,41,2020-05-22
2020,Skeletons,Brothers Osborne,"country, country rock",46,2020-10-09
2020,cz,Mk.gee,,51,2020-02-28
2020,starjump,julie,shoegaze,53,2020-12-03
2020,See You Next Fall,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",41,2020-09-04
2020,No Distraction - Khruangbin Remix,Beck,anti-folk,48,2020-07-08
2020,Asi Fue,Latin Brother´s,"chicha, electrocumbia",33,2020-02-12
2020,Obsession,Joywave,,49,2020-03-13
2020,Set Me Free,Avenged Sevenfold,"metal, alternative metal",48,2020-02-07
2020,BROKEN NEEDLE,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",42,2020-09-11
2020,Me Resfrié en Brasil,Arena Hash,rock en español,41,2020-04-06
2020,bad for you,George Barnett,,43,2020-03-27
2020,Tan Solo (Acústico),Ciro y los Persas,argentine rock,43,2020-11-20
2020,Forever Alone,Smash Into Pieces,,45,2020-08-28
2020,･－･･ ･ － ･･ － －－･ －－－,･－･ ･－ ･･･ ･ －･･,,48,2020-07-22
2020,Western,Mk.gee,,50,2020-05-22
2020,Denial You Win Again,The Buttertones,surf rock,47,2020-04-10
2020,Atlas Falls,Shinedown,"post-grunge, alternative metal, rock",53,2020-05-22
2020,昼間から夜,mei ehara,"japanese indie, shibuya-kei",49,2020-05-13
2020,Tel Aviv,Little Element,,41,2020-04-10
2020,Change (In the House of Flies),Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",49,2020-12-11
2020,Heavier,Rain City Drive,"post-hardcore, metalcore",54,2020-08-07
2020,forget me too (feat. Halsey),mgk,,47,2020-09-29
2020,90's Jennifer,Vestron Vulture,"darkwave, post-punk, cold wave, synthwave, witch house",44,2020-10-10
2020,bloody valentine,mgk,,47,2020-09-29
2020,Riptide,grandson,,49,2020-12-04
2020,Labios Rotos - En Vivo Desde México / 2010,Zoé,"rock en español, mexican rock, mexican indie, latin alternative, latin indie, latin rock",40,2020-08-07
2020,03 Dime Que Sabes Tu / Vida de Mi Vida / Madrecita / La Cerveza / Quien / Serrana Mia,Centeno,"chicha, cumbia",34,2020-06-09
2020,Die Sonne in deinem Zimmer,Edwin Rosen,"german indie, german indie pop, neue deutsche welle",59,2020-03-27
2020,Borderline,Tame Impala,"neo-psychedelic, indie",45,2020-09-25
2020,End of Spring,ONEWE,"k-rock, k-pop",40,2020-05-26
2020,El Mandarina,Bayronn Caicedo,"chicha, electrocumbia, cumbia",32,2020-02-20
2020,The War We Made,Red,"christian rock, christian alternative rock",47,2020-04-03
2020,Heat Seeker,DREAMERS,,48,2020-04-10
2020,El Mundo a Mis Pies,La Beriso,argentine rock,40,2020-12-18
2020,Washed Away,Savage Hands,metalcore,48,2020-01-31
2020,Side of Town,Capital Soiree,,46,2020-07-31
2020,Porque carajo,Karisma,"chicha, cumbia",36,2020-09-02
2020,Liquid Dynamite,NO CIGAR,surf rock,49,2020-10-09
2020,Rewind,Jet Black Alley Cat,,49,2020-05-22
2020,Runaway,Linkin Park,"nu metal, rap metal, rock, alternative metal",44,2020-10-09
2020,Sugar Pills,I DONT KNOW HOW BUT THEY FOUND ME,,50,2020-10-23
2020,Common Coffin,Forever Grey,"darkwave, cold wave, post-punk, gothic rock, deathrock",44,2020-03-27
2020,No Me Resigno a Perderte,Pascualillo Coronado,"chicha, huayno, cumbia",41,2020-05-21
2020,Step into You,Hum,"shoegaze, space rock, post-hardcore",51,2020-06-24
2020,Life On Fire,Mapache,neo-psychedelic,44,2020-03-20
2020,Un Pacto - En Vivo,Bersuit Vergarabat,"argentine rock, latin rock, rock en español, latin alternative, murga",43,2020-03-06
2020,Requiem,Blitzen Trapper,"indie folk, alt country, americana, southern gothic",42,2020-09-25
2020,Tú Sin Mí,Ariel Zanotti,argentine rock,32,2020-02-20
2020,Hunted,Egypt Central,,45,2020-11-20
2020,Santa Rosita,Centeno,"chicha, cumbia",31,2020-06-01
2020,It Doesn't Have To Change,benches,,50,2020-07-31
2020,When The Seasons Change,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",42,2020-10-09
2020,Seguir Viviendo Sin Tu Amor,Sandro Spinola,argentine rock,32,2020-01-20
2020,Let Me Down (feat. blink-182),Oliver Tree,,46,2020-07-16
2020,Colegiala,Centeno,"chicha, cumbia",33,2020-06-01
2020,Don't Stop Me Now - Remastered 2011,Queen,"classic rock, rock, glam rock",41,2020-01-15
2020,Dance with the Devil - Aurora Version,Breaking Benjamin,"alternative metal, post-grunge, rock",45,2020-01-24
2020,Cherry Flavoured,The Neighbourhood,,48,2020-12-11
2020,I Want Troll With You - Gentle Dom Remix,Connan Mockasin,,41,2020-05-14
2020,君が大人になって,Kaede,"shibuya-kei, japanese indie, city pop",49,2020-09-08
2020,Spectral Tease,Mareux,"darkwave, cold wave",46,2020-02-14
2020,Hopeless,Nerv,metalcore,49,2020-09-30
2020,Cash Machine,Oliver Tree,,47,2020-07-17
2020,Flowers On A Grave,Bush,"grunge, post-grunge",47,2020-07-17
2020,Caligula,Delachute,,41,2020-06-12
2020,Never Again,Dear Sunday,surf rock,49,2020-09-13
2020,Canción para Mi Muerte,Sui Generis,"argentine rock, latin rock, trova, nueva trova, rock en español",33,2020-09-09
2020,Scream,Once Monsters,,46,2020-06-26
2020,Iris,The Goo Goo Dolls,,43,2020-12-11
2020,FMB,Minimal Schlager,"darkwave, cold wave, synthpop",39,2020-08-14
2020,Running Red Lights,The Avalanches,,43,2020-12-11
2020,Reaper,Frankie and the Witch Fingers,"neo-psychedelic, psychedelic rock, garage rock, acid rock",42,2020-10-02
2020,Scary Little Green Men,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",47,2020-02-21
2020,Miracle,Mackintosh,,39,2020-05-15
2020,I Refuse,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",46,2020-10-09
2020,Worth It,beabadoobee,bedroom pop,52,2020-10-16
2020,El Carnal De Las Estrellas,Molotov,"rock en español, mexican rock, latin rock, ska, latin alternative, mexican hip hop, latin hip hop",36,2020-03-13
2025,Camouflage,Milky Chance,,71,2025-09-10
2025,Caramel,Sleep Token,"progressive metal, metalcore",78,2025-05-09
2025,My Old Ways,Tame Impala,"neo-psychedelic, indie",81,2025-10-17
2025,"Afterlife (from the Netflix Series ""Devil May Cry"")",Evanescence,alternative metal,74,2025-03-28
2025,¿Cuántas penas vale tu amor?,Walls,,57,2025-10-10
2025,So Cold,Balu Brigada,,74,2025-08-29
2025,Cinnamon (feat. Albert Hammond Jr),Damiano David,,66,2025-09-11
2025,No Reply,Tame Impala,"neo-psychedelic, indie",73,2025-10-17
2025,Don't You (Forget About Me),Simple Minds,new wave,75,2025-01-27
2025,Sorry,Parcels,indie soul,69,2025-09-12
2025,City Walls,Twenty One Pilots,,76,2025-09-12
2025,Live Forever - Remastered,Oasis,"britpop, madchester",66,2025-06-13
2025,Loser,Tame Impala,"neo-psychedelic, indie",77,2025-10-17
2025,Conmigo no lloras,Walls,,60,2025-07-04
2025,Nothin',Guns N' Roses,"rock, glam metal, hard rock, classic rock",65,2025-12-04
2025,Mi nena,Walls,,57,2025-05-23
2025,Atlas,Guns N' Roses,"rock, glam metal, hard rock, classic rock",59,2025-12-03
2025,Veinticinco,Dani Martín,,63,2025-10-30
2025,Drum Show,Twenty One Pilots,,74,2025-09-12
2025,The Contract,Twenty One Pilots,,73,2025-09-12
2025,My Only Angel,Aerosmith,"classic rock, rock",47,2025-12-05
2025,A Thousand Days,Aerosmith,"classic rock, rock",46,2025-12-05
2025,Problems,Aerosmith,"classic rock, rock",48,2025-12-05
2025,Up From the Bottom,Linkin Park,"nu metal, rap metal, rock, alternative metal",75,2025-05-16
2025,Stop Crying Your Heart Out - Remastered,Oasis,"britpop, madchester",67,2025-06-13
2025,Wild Woman,Aerosmith,"classic rock, rock",47,2025-12-05
2025,Back In the Saddle - 2025 Mix,Aerosmith,"classic rock, rock",44,2025-12-05
2025,Zombie,YUNGBLUD,,73,2025-06-20
2025,Un Brindis al Sol,Bunbury,"rock en español, latin rock, mexican rock",48,2025-12-11
2025,La Voz,Bunbury,"rock en español, latin rock, mexican rock",54,2025-11-06
2025,MI LUGAR,Noan,,45,2025-06-04
2025,Wild Woman - Lainey Wilson Version,Aerosmith,"classic rock, rock",54,2025-12-04
2025,Wild Woman - Lainey Wilson Version,Aerosmith,"classic rock, rock",54,2025-12-05
2025,Colibrí,Tu Otra Bonita,"flamenco pop, flamenco",46,2025-11-21
2025,Stand by Me - Remastered,Oasis,"britpop, madchester",63,2025-06-13
2025,Otro Amanecer,Delaossa,,48,2025-03-20
2025,A la luna le sobran canciones,Linaje,,47,2025-02-28
2025,BIDAI ONA IZAN,En Tol Sarmiento,,44,2025-12-05
2025,Don't Look Back in Anger - Remastered,Oasis,"britpop, madchester",75,2025-06-13
2025,Los cuervos se lo pasan bien,Fito y Fitipaldis,,59,2025-10-24
2025,Wonderwall - Remastered,Oasis,"britpop, madchester",79,2025-06-13
2025,"Devuélveme a mi chica (feat. DJ Nano, Albert Neve) - Remix",Hombres G,"rock en español, latin rock, mexican rock",47,2025-12-05
2025,PIXELATED KISSES,Joji,,84,2025-10-14
2025,Nuestra Canción,Salistre,"flamenco, flamenco pop, flamenco urbano",50,2025-11-14
2025,Muérdeme,Despistaos,,48,2025-09-26
2025,Por volver a verte,Despistaos,,49,2025-11-14
2025,Pub Irlandés,Pole.,,49,2025-10-03
2025,Llamas,Bombai,,53,2025-10-17
2025,Los cuervos se lo pasan bien,Fito y Fitipaldis,,53,2025-09-04
2025,Cadillac solitario (feat. Bunbury),Loquillo,,50,2025-09-25
2025,Impose,Bad Omens,metalcore,71,2025-09-10
2025,Zombie,YUNGBLUD,,71,2025-05-30
2025,Piece Of Heaven,Tame Impala,"neo-psychedelic, indie",72,2025-10-17
2025,To Space,Kings of Leon,,69,2025-11-07
2025,White Keys,Dominic Fike,,79,2025-11-14
2025,My Only Angel,Aerosmith,"classic rock, rock",69,2025-09-19
2025,Hula Girl,The Neighbourhood,,74,2025-11-14
2025,Damocles,Sleep Token,"progressive metal, metalcore",75,2025-05-09
2025,Not My World,Tame Impala,"neo-psychedelic, indie",70,2025-10-17
2025,Oblivion,Tame Impala,"neo-psychedelic, indie",71,2025-10-17
2025,Obsolete,Tame Impala,"neo-psychedelic, indie",73,2025-10-17
2025,Let You Fade,Linkin Park,"nu metal, rap metal, rock, alternative metal",68,2025-05-16
2025,Emergence,Sleep Token,"progressive metal, metalcore",76,2025-05-09
2025,who’s your boyfriend,Royel Otis,indie,74,2025-08-21
2025,Afterthought,Tame Impala,"neo-psychedelic, indie",73,2025-10-17
2025,Private,The Neighbourhood,,74,2025-10-23
2025,Up From the Bottom,Linkin Park,"nu metal, rap metal, rock, alternative metal",71,2025-03-27
2025,The Emptiness Machine,Linkin Park,"nu metal, rap metal, rock, alternative metal",66,2025-05-16
2025,Unshatter,Linkin Park,"nu metal, rap metal, rock, alternative metal",67,2025-05-16
2025,60 Years! - On Stage,Scorpions,"hard rock, glam metal, rock",14,2025-12-05
2025,Blackout - On Stage,Scorpions,"hard rock, glam metal, rock",38,2025-12-05
2025,Tease Me Please Me - On Stage,Scorpions,"hard rock, glam metal, rock",39,2025-12-05
2025,Still Loving You - On Stage,Scorpions,"hard rock, glam metal, rock",41,2025-12-05
2025,Wind Of Change - On Stage,Scorpions,"hard rock, glam metal, rock",41,2025-12-05
2025,Delicate Dance - On Stage,Scorpions,"hard rock, glam metal, rock",40,2025-12-05
2025,Rock You Like A Hurricane - On Stage,Scorpions,"hard rock, glam metal, rock",39,2025-12-05
2025,Afterlife (Gunship Remix) - Spotify Singles,Evanescence,alternative metal,52,2025-12-11
2025,I'm Leaving You - On Stage,Scorpions,"hard rock, glam metal, rock",41,2025-12-05
2025,Loving You Sunday Morning - On Stage,Scorpions,"hard rock, glam metal, rock",41,2025-12-05
2025,Name - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,37,2025-12-05
2025,Slide - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,26,2025-12-05
2025,Iris - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,25,2025-12-05
2025,Broadway - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,24,2025-12-05
2025,Here Is Gone - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,24,2025-12-05
2025,Send Me An Angel - On Stage,Scorpions,"hard rock, glam metal, rock",42,2025-12-05
2025,Stay with You - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,26,2025-12-05
2025,The Zoo - On Stage,Scorpions,"hard rock, glam metal, rock",43,2025-12-05
2025,70s Medley - On Stage,Scorpions,"hard rock, glam metal, rock",42,2025-12-05
2025,Coast To Coast - On Stage,Scorpions,"hard rock, glam metal, rock",42,2025-12-05
2025,Bad Boys Running Wild - On Stage,Scorpions,"hard rock, glam metal, rock",41,2025-12-05
2025,Make It Real - On Stage,Scorpions,"hard rock, glam metal, rock",43,2025-12-05
2025,Gas In The Tank - On Stage,Scorpions,"hard rock, glam metal, rock",44,2025-12-05
2025,Coming Home - On Stage,Scorpions,"hard rock, glam metal, rock",46,2025-12-05
2025,O’Brien’s Hymn,Sting,soft rock,32,2025-12-05
2025,What Say You Meg?,Sting,soft rock,38,2025-12-05
2025,Shipyard,Sting,soft rock,41,2025-12-05
2025,Private,The Neighbourhood,,72,2025-11-14
2025,If You Ever See Me Talking to a Sailor,Sting,soft rock,38,2025-12-05
2025,Big City Nights - On Stage,Scorpions,"hard rock, glam metal, rock",52,2025-12-05
2025,Nunca Lo Olvides,Airbag,argentine rock,69,2025-05-28
2025,HUGs,Paledusk,"mathcore, j-rock, anime",65,2025-07-28
2025,The Contract,Twenty One Pilots,,65,2025-06-12
2025,i think about you all the time,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",71,2025-08-22
2025,DOPAMINE,Kami Kehoe,,68,2025-06-03
2025,Ghosts,YUNGBLUD,,63,2025-06-20
2025,War,YUNGBLUD,,63,2025-06-20
2025,Asking For A Friend,Foo Fighters,"rock, post-grunge, alternative rock, grunge",65,2025-10-23
2025,Tus Cosas (feat. Airbag),Tan Bionica,argentine rock,70,2025-11-04
2025,Satanized,Ghost,"metal, hard rock",64,2025-04-25
2025,NOT OK,5 Seconds of Summer,,67,2025-09-24
2025,By a Monster’s Hand,Volbeat,"rock, metal",66,2025-06-06
2025,Sun,Derik Fein,,64,2025-01-01
2025,Even In Arcadia,Sleep Token,"progressive metal, metalcore",71,2025-05-09
2025,Unravelling,Muse,"alternative rock, rock",63,2025-06-20
2025,In The Morning,Culture Wars,,63,2025-11-18
2025,The Devil I Know,Mae Hill,,65,2025-10-09
2025,Taxes,Geese,art rock,68,2025-09-26
2025,Magic,Avenged Sevenfold,"metal, alternative metal",65,2025-12-06
2025,Static,Sleep Theory,metalcore,71,2025-05-16
2025,Loser,Tame Impala,"neo-psychedelic, indie",71,2025-09-03
2025,See You On Monday (You're Lost),Tame Impala,"neo-psychedelic, indie",67,2025-10-17
2025,Esplín - En Vivo,El Cuarteto De Nos,"cuarteto, argentine rock, latin rock, rock en español",25,2025-12-11
2025,The Treadmill,Sam Fender,,66,2025-12-05
2025,"Hello Heaven, Hello",YUNGBLUD,,66,2025-06-20
2025,infinite source,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",71,2025-08-22
2025,Ethereal Connection,Tame Impala,"neo-psychedelic, indie",68,2025-10-17
2025,Two Faced,Linkin Park,"nu metal, rap metal, rock, alternative metal",64,2025-05-16
2025,Zombie,YUNGBLUD,,34,2025-12-12
2025,Zombie - Acoustic,YUNGBLUD,,41,2025-12-12
2025,mangetout,Wet Leg,"indie rock, indie",69,2025-07-11
2025,Everyone’s A Star!,5 Seconds of Summer,,67,2025-11-14
2025,vampire diaries,mgk,,71,2025-08-08
2025,Sideways,Balu Brigada,,67,2025-08-29
2025,Wild Woman,Aerosmith,"classic rock, rock",67,2025-11-21
2025,"Shine On You Crazy Diamond - Pts. 1-9, New Stereo Mix",Pink Floyd,"progressive rock, psychedelic rock, classic rock, art rock, rock",64,2025-11-18
2025,Lachryma,Ghost,"metal, hard rock",66,2025-04-25
2025,say something,Royel Otis,indie,67,2025-08-21
2025,Over Each Other,Linkin Park,"nu metal, rap metal, rock, alternative metal",64,2025-05-16
2025,Te Lloré Un Río,Maná,"rock en español, latin rock, mexican rock, latin pop",64,2025-05-29
2025,my mind is a mountain,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",69,2025-08-22
2025,Backseat,Balu Brigada,,70,2025-08-29
2025,NOT OK,5 Seconds of Summer,,65,2025-11-14
2025,Firebird,Common Saints,retro soul,67,2025-03-21
2025,Heavy Is the Crown,Linkin Park,"nu metal, rap metal, rock, alternative metal",65,2025-05-16
2025,Divine Feelings,Vance Joy,folk pop,39,2025-12-05
2025,Miracle Pill - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,23,2025-12-05
2025,Run All Night - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,21,2025-12-05
2025,Come to Me - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,21,2025-12-05
2025,Better Days - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,21,2025-12-05
2025,Black Balloon - Live at Stagecoach California’s Country Music Festival,The Goo Goo Dolls,,22,2025-12-05
2025,Dark,Catch Your Breath,metalcore,66,2025-09-26
