Uri,Nombre_Cancion_o_Album,Artista,Genero_Musical_Seed,Cancion_o_Album_Tipo,Año_Lanzamiento
spotify:track:4a9fW33mYR8LhXBOLUhbfF,Past Life,Tame Impala,indie,track,2015
spotify:track:0Sjz8pTu8vcVvGP5rtyh3Q,Tonight You Are Mine,The Technicolors,indie,track,2015
spotify:track:4MgmkN3AjyFveP2MAv85YP,Planeando el Tiempo,Elsa y Elmar,indie,track,2015
spotify:track:2gNfxysfBRfl9Lvi9T3v6R,Disciples,Tame Impala,indie,track,2015
spotify:track:0hnbfqrqiGcxvJ6Z5Mv03p,En Aire y Hueso,IZAL,indie,track,2015
spotify:track:6Vejmu5dz6MMOnn2pIko9q,Forest Fires,Axel Flóvent,indie,track,2015
spotify:track:0NguBFv2WhLthidaTnMoV7,Forever Ago,Woodlock,indie,track,2015
spotify:track:7xOPuW2sGHmHr9PCh5Sb8D,Me Alegra la Vista,El Kanka,indie,track,2015
spotify:track:44ZdzQCcGwjyweRELhs5qM,Wildflower,Beach House,indie,track,2015
spotify:track:407xIcYmL0HZF367Wa209F,El Verano del Incendio,LUIS BREA,indie,track,2015
spotify:track:2sd7GCAgGUxCICvOps1kKq,Ahora,Rozalén,indie,track,2015
spotify:track:07VBqWH6NG8L2ad3l84UKk,R.I.P. 2 My Youth,The Neighbourhood,indie,track,2015
spotify:track:6m0lkuDCha77hh7tB5J7IO,Beautiful Escape,Tom Misch,indie,track,2015
spotify:track:3FegUDd5P1A0XcJ8qetgXd,La Belleza,Rozalén,indie,track,2015
spotify:track:2RiprqMncS1ozV2Cpy6n7L,Open Book,José González,indie,track,2015
spotify:track:2ql1CiQoNuMmawuAo9mjbN,We Cut the Night,AaRON,indie,track,2015
spotify:track:1WDS7r2weSza6gTIRK6b9H,Oro y Humo,IZAL,indie,track,2015
spotify:track:3VtlSKbs0IjVeeRV4otHNT,Love Songs For Robots,Patrick Watson,indie,track,2015
spotify:track:1YmPS3jF3RMCTajDYgTD2q,Ulysses and the Sea,Papooz,indie,track,2015
spotify:track:1TL3g9BvEVwjhrlozIzQmf,Historias de Vida y Placer,IZAL,indie,track,2015
spotify:track:2O99aywAVBhaPrsiJ6zbSS,'Cause I'm A Man,Tame Impala,indie,track,2015
spotify:track:5h9hkYIBWTZYFRmF6Iz1gt,Love/Paranoia,Tame Impala,indie,track,2015
spotify:track:48U6A50GCZxXBicOQtGkOd,Cometas - BCN,Supersubmarina,indie,track,2015
spotify:track:7Anmtms2bMyrvDzNOVpTGW,La Piedra Invisible,IZAL,indie,track,2015
spotify:track:1N4uADeaUAWnAivI8Hd97Z,No Jodan la Marrana,El Kanka,indie,track,2015
spotify:track:1Xca9HfuG65IL3ogdnNfTv,Love Like Ghosts,Lord Huron,indie,track,2015
spotify:track:0KVbsXbWtRRMFG1Zl37d3b,Instrucciones para Bailar un Vals,El Kanka,indie,track,2015
spotify:track:1O64wOa61aUzJ1s8SQptjS,Only Takes A Night (Unreleased B-side),The Dø,indie,track,2015
spotify:track:7HjU833ZEDExWGm6XkNbXI,Runaway,Ziggy Alberts,indie,track,2015
spotify:track:6rbbDK18oqK3MxHGQhpmn2,La lune,L'Impératrice,indie,track,2015
spotify:track:38kjFXYgPvtuXCPbHPMGte,Prey,The Neighbourhood,indie,track,2015
spotify:track:4E3HH7E9MbITEH6ETxrSRi,El Día de Suerte de Pierre Nodoyuna,El Kanka,indie,track,2015
spotify:track:6iSRWMtQCP8tdxtSTKbcUj,Te Doy Media Noche,Andrés Suárez,indie,track,2015
spotify:track:4xxFWWIxTzvVX22hS62w4D,Será Mejor,Rozalén,indie,track,2015
spotify:track:2PIcAQiSOayFwJrfWc72Qc,Bros,Wolf Alice,indie,track,2015
spotify:track:7p2RlyF403KmPmZm2TxKl3,Young Souls,Broken Back,indie,track,2015
spotify:track:5tfhz95CswnrZYos7nS33J,Ay Vida Mía,El Kanka,indie,track,2015
spotify:track:2bhfHrX4IJzF62XKzqZpPX,Where To Start,Lou Doillon,indie,track,2015
spotify:track:17UVxL0MYEmKzXppfUL5in,The Only Thing,Sufjan Stevens,indie,track,2015
spotify:track:63q9LqTK5iiZLy3cTvLMUf,Another One,Mac DeMarco,indie,track,2015
spotify:track:0yVjrqpsSgypW1WK9XBS0M,Copenhague - En Directo,Vetusta Morla,indie,track,2015
spotify:track:4OvluvK1a6uwxUhwBxMbnY,Blouson Noir,AaRON,indie,track,2015
spotify:track:1mL4Ll6A0uhXIIad2sCudW,Hacia el Norte,IZAL,indie,track,2015
spotify:track:2c5pX0tZjudA5A5ujYiAI6,Tambores de Guerra,IZAL,indie,track,2015
spotify:track:45oBuExKn34tep5nf585jQ,PPP,Beach House,indie,track,2015
spotify:track:6l6p2gDHWo0qnVcn74pmvL,Del Miércoles al Martes,El Kanka,indie,track,2015
spotify:track:7HNVTbfyLcwDskK0Rp2ZZ6,Cinnamon,The Neighbourhood,indie,track,2015
spotify:track:1cyRoWGazsa8Vr5qlDfvPP,Sodus,Cemeteries,indie,track,2015
spotify:track:6oWXWkwHKREYlBNuBCitFP,Teenage Blue,Dreamgirl,indie,track,2015
spotify:track:4Tp4gRuDo1sIMP6gH9LwuH,Wiped Out!,The Neighbourhood,indie,track,2015
spotify:track:3a1TYS3LXVxl3yQgdoTIiR,All's Well That Ends,Rainbow Kitten Surprise,indie,track,2015
spotify:track:0qGJdQ6yy7iKeItOcro1yL,Estrellas fugaces,Fredi Leis,indie,track,2015
spotify:track:2J9Bg71bFixHC8X4b8OXEv,Planes de Fuga,Veintiuno,indie,track,2015
spotify:track:48O5Q2iDFKKwSjdMKAOfta,Primera Vez,Second,indie,track,2015
spotify:track:6Hm8qbvIicqaQmAWyevlda,Wish You Were Here,The Milk Carton Kids,indie,track,2015
spotify:track:1Ijh9lrbGPUj1tui7OGpnB,A Heart Like Hers,Mac DeMarco,indie,track,2015
spotify:track:5Ma3BlNVDtn3JiwMEafSaq,Single,The Neighbourhood,indie,track,2015
spotify:track:6J07Aeq7fOW5Xx9mFtwyoH,Oft gefragt,AnnenMayKantereit,indie,track,2015
spotify:track:6PS9AdyOKTPwlDPfLzJ7Ow,Greetings from Califournia,The Neighbourhood,indie,track,2015
spotify:track:1GVzqL6Ilvduq1ERnhLMxZ,Cranekiss,Tamaryn,indie,track,2015
spotify:track:6YmwZSqj8zbBabaTmYGLPu,Mountain Time,Molly Nilsson,indie,track,2015
spotify:track:4epKvcpOoFXW8DXgO430XL,Harto de Estar Harto,Antílopez,indie,track,2015
spotify:track:3J9Xahfuw2Z8BSLoRUYFZe,With the Ink of a Ghost,José González,indie,track,2015
spotify:track:61JDaStnXY3vbaEjliB5WA,Ghost Ship,Blur,indie,track,2015
spotify:track:7MfNoHB8JRNbSQ8P3eAfMQ,T-Shirt Weather,Circa Waves,indie,track,2015
spotify:track:0lcCpd7ZukglAfEjqtLoim,The Forest,José González,indie,track,2015
spotify:track:23Zlb66N7xcIWbpt2C1bsi,Boardwalks - Remastered 2015/ Bonus Track,Little May,indie,track,2015
spotify:track:02PRmtra2k3djhxS1bD3HP,Querría - Versión Acústica,El Kanka,indie,track,2015
spotify:track:2bNUGcb5oX25qVl5ZXzVvG,Profetas de la Mañana,Vetusta Morla,indie,track,2015
spotify:track:6A2itXgDf96XHp9qR6oyPN,Meteor Shower,Cavetown,indie,track,2015
spotify:track:14KibQQVsVrpbJAxO43IWR,Turn It - David Kano Remix,Neuman,indie,track,2015
spotify:track:6fWBQnyz8GrH0neN1IsBRc,Waiting Around - Acoustic,Aisha Badru,indie,track,2015
spotify:track:3C9xx23I7xdfRAlrylVUUn,Cosquilleo,Diego Ojeda,indie,track,2015
spotify:track:5ftdTvmQjjsL23t7jxADfI,Brazil,Declan McKenna,indie,track,2015
spotify:track:40hemAPC3EU6niaLnpy1yN,A Dieta de Dietas,El Kanka,indie,track,2015
spotify:track:1hWLqFLzu9KaYgLOMT6Wg1,Voy a Volver a Quererte,Andrés Suárez,indie,track,2015
spotify:track:5hMMgAQcnwXaxeDBpWYcO2,Gravedad Cero,Shinova,indie,track,2015
spotify:track:4ImmqdEzcMWTOfYz5nCNvk,La Deriva - En Directo,Vetusta Morla,indie,track,2015
spotify:track:7lZnJVcqxD5g0bKCj7M76o,Paisajes,Shinova,indie,track,2015
spotify:track:6bDFTDutaESuOOuVlrkLvf,Cuarteles de Invierno - En Directo,Vetusta Morla,indie,track,2015
spotify:track:1INtYY3PE2RP7NrhHOsBaz,Palmar,Caloncho,indie,track,2015
spotify:track:3U8V7IvP5mI1NIAmVZ8IaI,After Crisalida,LUIS BREA,indie,track,2015
spotify:track:4lyIHAc8sk6lm9iN5B8nmj,All of Me Wants All of You,Sufjan Stevens,indie,track,2015
spotify:track:4iXZwBCcgkMVA0YxHiQfzC,Gin Tonic - BCN,Supersubmarina,indie,track,2015
spotify:track:4zJWFSQH3UHpOChu1V1bBu,Mentira,Antílopez,indie,track,2015
spotify:track:1widQ9TODdm2HQT95lgfQg,Dawning On Me,Villagers,indie,track,2015
spotify:track:0dvAcqv2U01r6bOjhARQIO,Arrecife,Dorian,indie,track,2015
spotify:track:4wVHiVBihG4Monwroz7Ptm,In My Head Till I'm Dead,Surf Curse,indie,track,2015
spotify:track:4K8h6BQAg5NIN9BH2tCU50,Con las Ganas,El Kanka,indie,track,2015
spotify:track:1hNVJPegIY8YBmYTQoEhlg,Fugitiva,Fredi Leis,indie,track,2015
spotify:track:6VosO1rIsRJA1R2hpNnUHT,Lo Que Fuimos,Shinova,indie,track,2015
spotify:track:2wss8ovgGaBZJlXAdaOqov,Los Días Raros - En Directo,Vetusta Morla,indie,track,2015
spotify:track:6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Aaron Espe,indie,track,2015
spotify:track:1Nv0VZzkY6MzKK8YrD2zGT,Se Dejaba Llevar Por Ti - Remastered 2015,Antonio Vega,indie,track,2015
spotify:track:2MYgoTbn9N75NHKbmUdDqQ,Peces de Ciudad - Bonus Track Ensayos,Joaquín Sabina,indie,track,2015
spotify:track:5qaM8LJZw7Xy0yyrxpOelX,Without Me,Mac DeMarco,indie,track,2015
spotify:track:1QUMpZT7HG6sO3RiBu1LAJ,haunt me (x 3),Teen Suicide,indie,track,2015
spotify:track:1UwP0GRuC1LEH7DpR3c0tY,Bonita,Los Choclok,indie,track,2015
spotify:track:70QynIAwYJGIIN0ZYA3VKE,We're On Our Way,Radical Face,indie,track,2015
spotify:track:6P6EZC6tfwepA1ARx2d1d8,Reina del Amazonas,The New Raemon,indie,track,2015
spotify:track:4dpEYOPcmHNfvERbiajp3G,Sweetie Little Jean,Cage The Elephant,indie,track,2015
spotify:track:0fbKFguQCxauLvVZ262f4c,Beyond Love,Beach House,indie,track,2015
spotify:track:4n2D5PdcOz7dv7YA6gCSsX,Sweet Marie,The Walters,indie,track,2015
spotify:track:0IZltiKY8In1Wp3VREXG90,The Yawning Grave,Lord Huron,indie,track,2015
spotify:track:7aciebfpMZffzCTSg9rLIZ,Levitation,Beach House,indie,track,2015
spotify:track:7tL59eSR3yM1iSr4PjmgyX,Drawn to the Blood,Sufjan Stevens,indie,track,2015
spotify:track:6yKmzWsVc4Agcl4Sy9amjt,Te Di Vida y Media,Andrés Suárez,indie,track,2015
spotify:track:742giYzTWAr98aEAkKNzEr,Dræm Girl,No Vacation,indie,track,2015
spotify:track:0ckz6cIqlKhF5QsP1pl0UZ,Goth Babe,Surf Curse,indie,track,2015
spotify:track:76fdtNvwn6hkOmBvgOom7L,Parfum thérémine,L'Impératrice,indie,track,2015
spotify:track:7omE4K9WTUmbD9TzVPyTjZ,Fast and Slow,Sons Of The East,indie,track,2015
spotify:track:3c7N2fCFB4JVKGF8cWfteh,Fingerprints,Hiatus Kaiyote,indie,track,2015
spotify:track:79t0exFoQU0jlcpBLJrqes,Do It,Tuxedo,indie,track,2015
spotify:track:69Wh0ipeW1z2x78lOpsKuL,Want You So Bad,The Vaccines,indie,track,2015
spotify:track:2cqyDjytO8kN50RmZy98Ov,Why iii Love The Moon.,Phony Ppl,indie,track,2015
spotify:track:22YaLT8M1Mnez2kVirzlkp,The Way You'd Love Her,Mac DeMarco,indie,track,2015
spotify:track:3OUgyk3kNN5fldbG1NCoqR,Al Respirar - En Directo,Vetusta Morla,indie,track,2015
spotify:track:04wKAtbtNcfy23oDtYiULT,Somos,Rozalén,indie,track,2015
spotify:track:7fNV9yq3paqiHlJBQ1HA9z,Yo Vi un Hombre Desaparecer,Xoel López,indie,track,2015
spotify:track:3inhIyosboSSpcGJlNxnRn,Cuando Llegue Septiembre,Manolo Tena,indie,track,2015
spotify:track:5RLdGGBsuxErhPXwxckA3G,Sur Une Chanson En Français,Paradis,indie,track,2015
spotify:track:3eXig70maAJAmG9Qa19MDq,Saharabbey Road - En Directo,Vetusta Morla,indie,track,2015
spotify:track:2mP19NOAs1eNi9o6K8ngwt,Into The Sun - Radio Edit,Sons Of The East,indie,track,2015
spotify:track:6bhR3uY6YJEJhpC3Z05nde,Middle Of My Mind,Tom Rosenthal,indie,track,2015
spotify:track:7x1SeEzas3BQYvxbw1MJOc,A Desobedecer,El Kanka,indie,track,2015
spotify:track:1oe6pDZ30Wa8ocsWr68kwi,Lo Que Te Hace Grande - En Directo,Vetusta Morla,indie,track,2015
spotify:track:7xrwGUa11hnnxXWeTIzcHf,Ferrari,The Neighbourhood,indie,track,2015
spotify:track:1lcEWp2AoQE1UZSqbJwnOW,Onassis,AaRON,indie,track,2015
spotify:track:0pP1j0y5A58q0VeJi67WpP,No Te Veo Gozar,El Kanka,indie,track,2015
spotify:track:4hx2PGoLtBi2cLTG5u2SqS,Reality Cuts Me Like a Knife,Faada Freddy,indie,track,2015
spotify:track:59ByAlhjt5WjJvOEwLv84T,Somewhere Tonight,Beach House,indie,track,2015
spotify:track:2aThMnWpZS5MxB98740WcS,Maniac,The Neighbourhood,indie,track,2015
spotify:track:7o3Zup0nTRFAFAPKBpS72G,Eugene,Sufjan Stevens,indie,track,2015
spotify:track:0UODoj6stYv542c7NB9MNd,Le départ,L'Impératrice,indie,track,2015
spotify:track:4HM8clsA4Pt47K4ENgJlo3,Golpe Maestro - En Directo,Vetusta Morla,indie,track,2015
spotify:track:3TdZbELsPLWYZAArGSfwyQ,Back to Autumn,Tall Heights,indie,track,2015
spotify:track:5j38lNdHOxJvOBon8RQhxc,Chasing Illusions,Anni B Sweet,indie,track,2015
spotify:track:4dxzf0bWuBb0AYs25VNL3y,My Repair,Sons Of The East,indie,track,2015
spotify:track:3Z20vB4ogSXS0hUAFISrbj,Sister of Pearl,Baio,indie,track,2015
spotify:track:1pcYCuhyUwpkhFt6TG3AA3,Nueva Sensación - Banda Sonora Original de la Película Solo Química,Second,indie,track,2015
spotify:track:6IwibGkhwza97lqa8G6arW,La cerveza,Lena Carrilero,indie,track,2015
spotify:track:5gwRreoVXYKPddS4cTAKz3,Bashed Out,This Is The Kit,indie,track,2015
spotify:track:46I8yxSWxpdCSyDukfdQ0X,Valiente - En Directo,Vetusta Morla,indie,track,2015
spotify:track:0zS2Pz73NvQ4QxQBGlSGYR,Tan Joven y Tan Viejo - Directo Luna Park,Antonio García de Diego,indie,track,2015
spotify:track:3vIXQxRqhvYZ7JeInletmE,Happiest Man on Earth,Broken Back,indie,track,2015
spotify:track:5RqxZBEvGrFAoXuquESNGj,Una Vez Visto,Antílopez,indie,track,2015
spotify:track:1MKQDYp54fNueGUOWNgRPq,Tristes Ojos,Ramona,indie,track,2015
spotify:track:3UEI9ZES9eWgbpOcW5vI3q,Mensaje de Emergencia,Shinova,indie,track,2015
spotify:track:4RE5Ob7hHtHqVKfgtNsVyW,Revelator Eyes,The Paper Kites,indie,track,2015
spotify:track:6YYU9JbeWnW4L5NY7hlLlw,Freazy,Wolf Alice,indie,track,2015
spotify:track:1TLHZcMQRMgW3N7hjh9Zlu,In the Midst of It All,Tom Misch,indie,track,2015
spotify:track:4Uq87EQLfxW9ZBiNmIp2m1,Baptisms,Radical Face,indie,track,2015
spotify:track:47rxOOkLfGLpMqoK2tvJB7,Ô,FKJ,indie,track,2015
spotify:track:4rDpP5uHieSTcblNk7wQ2y,Blue Bucket of Gold,Sufjan Stevens,indie,track,2015
spotify:track:66oq0C6yi2v0QxzA5U6n1k,Rey Sol - En Directo,Vetusta Morla,indie,track,2015
spotify:track:7jytTEkq5TBBZ6nPDFBtAu,No Peace,Alfa Mist,indie,track,2015
spotify:track:4F9jpNQDKRFoyM4Ebpni6S,Amadeus,Family and Friends,indie,track,2015
spotify:track:3BlS8PVpjxAcAkWdHlGOtY,Forever Dumb,Surf Curse,indie,track,2015
spotify:track:1LzvuqP3L5Q7G61kUBgfCJ,VYZEE,SOPHIE,indie,track,2015
spotify:track:4ORadZjMm6szG6mf0rBLXI,Sweet Emotion - Montmartre Remix,The Kooks,indie,track,2015
spotify:track:5PSplhA4PEZHqw0bOfelEp,Parking Lots,Plums,indie,track,2015
spotify:track:0qiz1TZkuI3NEgKDmxCMDp,When We Break,Total Giovanni,indie,track,2015
spotify:track:34pj71vgxTPZxpqXOLYL1I,Fool for Love,Lord Huron,indie,track,2015
spotify:track:6HvPXQ04IT9UtN4qpMpbib,Being Me,Jack and the Weatherman,indie,track,2015
spotify:track:1SRKTHfXZFp1ybmbWpIfEZ,Murder Your Memory,Title Fight,indie,track,2015
spotify:track:7ksUuRAALPLYjhlpwTcDCH,Be Good (feat. Tom Rosenthal),Max Brodie,indie,track,2015
spotify:track:1P9qHO63NAkjUyOPvJ4DMQ,La Tormenta de Arena,Dorian,indie,track,2015
spotify:track:2QAczlrxfr7Wx19vhWoBsQ,All of This and Nothing,Dave Gahan,indie,track,2015
spotify:track:2GvP5npux6Lz7xED99oXea,Colour,Pete Josef,indie,track,2015
spotify:track:4CB57FBhfhq2q1GHQN7bjm,John My Beloved,Sufjan Stevens,indie,track,2015
spotify:track:1BlgRncjUsceoTme2QR1Og,Horses at Night,Still Corners,indie,track,2015
spotify:track:7AS84xLvF7NLhSuDq1mRZQ,Los Que Tanto Hablan,Shinova,indie,track,2015
spotify:track:7xf3K2MDNGPJW1abxhDCr9,Fuego - En Directo,Vetusta Morla,indie,track,2015
spotify:track:1KBR3a16Ua8qnAbJkERZtg,Ante la Duda,El Kanka,indie,track,2015
spotify:track:3mRQB0QAZ1vrhJ8UCRKUMP,Mis Palabras,Rozalén,indie,track,2015
spotify:track:3i4rci1J95OdMxer9kxjqW,Le parole più grandi,Coez,indie,track,2015
spotify:track:0vtX7EnJ5wgTss68XXTXHi,Congregation,Low,indie,track,2015
spotify:track:6bNH3R5lI34oILTpmgASUY,Maldita Dulzura - En Directo,Vetusta Morla,indie,track,2015
spotify:track:6dOBKKr3QxrNPRJ3QkFLJx,Ana,Shinova,indie,track,2015
spotify:track:4nHlOHDt8o328IuZWF0oQQ,Mild Blood,Broken Back,indie,track,2015
spotify:track:4HwbiaKQonIxrxhqe5P6ma,La Crecida,Los Espiritus,indie,track,2015
spotify:track:639vZ0hVyNtszApW3mhYzl,What Part of Me,Low,indie,track,2015
spotify:track:7E9T9Essmxgu98kaOjTVNM,Carrie & Lowell,Sufjan Stevens,indie,track,2015
spotify:track:0xECkiH2ooS63wgQKqBmdk,Don't Wait for Us,BLOW,indie,track,2015
spotify:track:190h1ZHfrniWMTOpBW94ba,Artista Temerario,Shinova,indie,track,2015
spotify:track:3FmxOHDAfLDb6lC7srv0qk,Leaf off / The Cave,José González,indie,track,2015
spotify:track:5U0OjzvvV7iGXvKStG41iH,Natalie Wood,TV Girl,indie,track,2015
spotify:track:2dWu9X4VsIsOtMmd55JMz9,Agian irailean,Mikel Urdangarin,indie,track,2015
spotify:track:60Dv4YP0p0epWQNhmxvtWc,La Ventana del Voyeur,Shinova,indie,track,2015
spotify:track:5ZUZ0FB34B8BbxCqAHuL6a,Sisters,Radical Face,indie,track,2015
spotify:track:2hJkD3O6WKkl5DupZwwTZc,Don't Cry,Ken Laszlo,indie,track,2015
spotify:track:3G0JL5aQBpYHpr4XU6RviI,Si Llueve en Sevilla,Andrés Suárez,indie,track,2015
spotify:track:66NJKbJMXNBQBv4HS7gUwR,Llámame Fino,El Kanka,indie,track,2015
spotify:track:5tgN3DaONToez2obGYv53K,La Mosca en Tu Pared - En Directo,Vetusta Morla,indie,track,2015
spotify:track:68llVFYueOdlOmPVAQGsV7,De Purisima y Oro - Bonus Track Ensayos,Joaquín Sabina,indie,track,2015
spotify:track:5d7NvMz2SgyEkvRow7us99,Lovefool,No Vacation,indie,track,2015
spotify:track:1fha9XbvAcbn7ArsW7lT0l,The Beach - Demo,The Neighbourhood,indie,track,2015
spotify:track:17VHkJ5zeQBRHL3i0J0jT8,Fear of Fear,Passenger,indie,track,2015
spotify:track:314d0ZCbDPZQH4BqdZmuOh,Garde Le Pour Toi,Paradis,indie,track,2015
spotify:track:6KM4tiEjwkzDNMHyDQcuO1,Chupetazos,Caloncho,indie,track,2015
spotify:track:3SVQ1wUn7mzAygIZ4NxSkQ,Head For Home,Sons Of The East,indie,track,2015
spotify:track:3FNnq3Ng5HsqKS1Ob95RYb,Wander With Me,Tom Misch,indie,track,2015
spotify:track:17v2VWT9tQIkF3sFqRvtNL,Waiting Here,Jake Isaac,indie,track,2015
spotify:track:2cpMKfiXvUmPni5jpTCvxd,Sunshine,Tom Misch,indie,track,2015
spotify:track:1jbmtNIsM2JEgxbvgWMXQD,Alevosia,Luis Eduardo Aute,indie,track,2015
spotify:track:5h9mFjQwKTVNXkJbgTf8eR,Cancion de Guerra - BCN,Supersubmarina,indie,track,2015
spotify:track:4oxLR8obCANR4Mbttlz4sD,Well Bell,Pegase,indie,track,2015
spotify:track:1eke26gl5AFA8NRCgcw7q1,Golden,Rural Zombies,indie,track,2015
spotify:track:0QEx5UMPq8B8XVSBffXIYU,Besos Baratos,Diego Ojeda,indie,track,2015
spotify:track:4arP7QIwhPmtL41vA1oBaQ,"3,000 Miles",CHAMPS,indie,track,2015
spotify:track:1lO9rzG6zQwduAprZAI7N1,Welcome to the Jungle,Novo Amor,indie,track,2015
spotify:track:5q4LPkKyt5Kl6ixKehzNEX,Bluebird,Beach House,indie,track,2015
spotify:track:4BfINdTGi2L7gY57zbgByL,Day Dreamin,Vacations,indie,track,2015
spotify:track:4xIKBBUKxTvigPMzCBmikB,Majorette,Beach House,indie,track,2015
spotify:track:5YICiSTdTX0y9wwA7CuNYh,Aglow,The Rare Occasions,indie,track,2015
spotify:track:7gEmszLwQpsMXDXGPFk8sB,Nightgowns,Tom Misch,indie,track,2015
spotify:track:2m6knc5tEfzVYwGY6GlCPm,Molasses,Hiatus Kaiyote,indie,track,2015
spotify:track:3y3UinzynYb7JRWsvJH7Gu,hades in the dead of winter,my dead girlfriend,indie,track,2015
spotify:track:1svJlQzq22Erm3P87wGYgk,Plans,Dustin Tebbutt,indie,track,2015
spotify:track:0zH0d4xxZYzCZIdWq1ALjA,I'm Not Making out With You,Surf Curse,indie,track,2015
spotify:track:403VIBIMPMakYoRni8SrzK,Sleep,Joseph & Maia,indie,track,2015
spotify:track:5z16txnOAgiPxxV2Qb8YlO,Boardwalks - Sonny Alven Remix,Little May,indie,track,2015
spotify:track:3kMpyZqg0YoVwebkloGfM7,The Voices,Le Blonde,indie,track,2015
spotify:track:0zAe7oUseLPmS8EP8Yqfy2,Circadian Rhythm (Last Dance),Silversun Pickups,indie,track,2015
spotify:track:6A7n9waE8PsGHSbJ8TfCep,Las Marcas del Tiempo,Shinova,indie,track,2015
spotify:track:3mgXe7HsIINJ4g2tfRNMeV,Pasa El Tiempo,Caloncho,indie,track,2015
spotify:track:5KQDGl3vAkNGyfvSbaW89E,I'm Good,The Mowgli's,indie,track,2015
spotify:track:09zy9G8XtZOS93sevCMAdx,The Farmer,Sons Of The East,indie,track,2015
spotify:track:1nzjYQrS6akk9IiXk09vYs,Tu Nombre,Antílopez,indie,track,2015
spotify:track:0BNoJjpToNBMQGG3lTef5G,Dejarse Llevar,Maui,indie,track,2015
spotify:track:1hgb3hxKtCpX4tI0hrP46K,Nomu,Good Kid,indie,track,2015
spotify:track:486MJ1Z8KZyJef7SOXRkOH,Frozen Pines,Lord Huron,indie,track,2015
spotify:track:66rCCXbN1ggzjTYibdJp3n,10:37,Beach House,indie,track,2015
spotify:track:1agy96vrWLLjaUruaT9hLC,Room,Superheaven,indie,track,2015
spotify:track:6Nbvi82Fs1sUOTkGYog85E,Harvest,Dustin Tebbutt,indie,track,2015
spotify:track:1nZPv0WDJm4LDF5IWuuLLJ,De la Luz y la Sombra,Luis Eduardo Aute,indie,track,2015
spotify:track:5WN00KUbYfxedvclCVYdvo,Shakespeare In Shock,Shinova,indie,track,2015
spotify:track:2mijcmCvkvig8SkNCgYZC5,Bitter Water,The Oh Hellos,indie,track,2015
spotify:track:1UnpwO2iy4KXj93e6Q1UYE,I've Been Waiting for Her,Mac DeMarco,indie,track,2015
spotify:track:3oBeObbnmlhCDsI6FLc1m0,Can You Hear Them Sing?,Cemeteries,indie,track,2015
spotify:track:5xQkY7ia30xE1rLnHSblKI,Helios,Darius,indie,track,2015
spotify:track:7nu0Lc0jJltztDxsGeoPiG,When I Rule the World,LIZ,indie,track,2015
spotify:track:5BeLLbwf4RUDccIVdzjuIh,Todo Terminó,Juan Wauters,indie,track,2015
spotify:track:35YlMiY002IqF3XrqZ0O2d,Pressure,The Neighbourhood,indie,track,2015
spotify:track:3JC4ReSPU0gLZHLt32UCsm,Don Juan,Mac DeMarco,indie,track,2015
spotify:track:3vkj94FiLgUz3ysZcmIXPx,Dizzy On the Comedown,Turnover,indie,track,2015
spotify:track:5sS8ndoNMQaPEYaTKL5uFa,Special K,Mac DeMarco,indie,track,2015
spotify:track:1g9n3Y040NXNrDYZ3xo3yb,Seven Hours,Little May,indie,track,2015
spotify:track:1kAfUS3CNHxN7vYA723j8l,The World Ender,Lord Huron,indie,track,2015
spotify:track:5rChxjfKrt25FCdBvLTtL1,Walk Walk,Yael Naim,indie,track,2015
spotify:track:5jJ69cMDMC0aeWPjZo6VP2,Lampshades on Fire,Modest Mouse,indie,track,2015
spotify:track:1RaHAdYm4lEuaVKEALladP,R.I.P. 2 My Youth - Demo,The Neighbourhood,indie,track,2015
spotify:track:57g9uWuZI1t822eLvEVQjn,A Moment of Silence,The Neighbourhood,indie,track,2015
spotify:track:6SHTRuxHS9pM3BJsTn4PcU,Smile Boyo,Vundabar,indie,track,2015
spotify:track:44hefqJU1vD0pusdtWgQ20,Trace Me Onto You,Title Fight,indie,track,2015
spotify:track:3SLXIopa2gnu10ya32AMW3,For You To Be Here,Tom Rosenthal,indie,track,2015
spotify:track:5EBUgo9x3dLhQuu5Bbzudw,Tomorrow We Will Love Again,Bluestaeb,indie,track,2015
spotify:track:1g1zQE8KtgrkGmid0PKtjm,Your Pain Is Mine Now,Title Fight,indie,track,2015
spotify:track:4jK6bBO2JbkvvgT7FPj8c5,Poison's Gone,Kurt Cobain,indie,track,2015
spotify:track:62MOyJK5EU693q5BrInjW7,Days of Candy,Beach House,indie,track,2015
spotify:track:46qMy2WoF7q8xqZg0kJXoW,Kiss You All Over Baby - Reloaded,Bad Boys Blue,indie,track,2015
spotify:track:6bzeIyoDKQdJU3NWc56u3u,Sparks,Beach House,indie,track,2015
spotify:track:3vDJUlhCEqZLyRQVbsWsEI,Odyssée,L'Impératrice,indie,track,2015
spotify:track:0FmjQ91CI1HubjGKab5Sx6,Morse Code,Men I Trust,indie,track,2015
spotify:track:499SvLeXfMRLhi6BSrPU3Y,Oulala,Vundabar,indie,track,2015
spotify:track:13TryBWhlKhLtzivqudzbn,Break for Lovers,Men I Trust,indie,track,2015
spotify:track:4I2uNgfzGlSkFbStSMYSqi,"Stories We Build, Stories We Tell",José González,indie,track,2015
